Epoch,Train_loss,Train_accuracy,Test_loss,Test_accuracy
1,2.302260869600341,0.10910509,2.3013559789322438,10.0
2,2.2727852355038136,0.17138515,2.117815830075322,18.699999
3,1.8663751960792225,0.28978726,1.7652453820164593,33.09
4,1.6508913729637766,0.37549984,1.5471531659269486,40.8
5,1.4938366993908996,0.4409389,1.4994460530936147,43.85
6,1.3397401894656649,0.506338,1.3409389447861206,50.629997
7,1.2090894396459149,0.55616206,1.1551756641735285,58.18
8,1.1049562460020117,0.59674907,1.2311756749884388,54.969997
9,1.0122870092809926,0.6303383,1.0907551126358228,60.489998
10,0.9315151352380532,0.6627479,1.0068485524517279,63.71
11,0.8546040284084496,0.69261837,0.8785570500948178,68.939995
12,0.7904131827984417,0.715611,0.8997173094140074,68.189995
13,0.7276762922795552,0.7387036,0.9653700565377744,66.659996
14,0.6753623467641844,0.7586572,0.8148528165139329,71.58
15,0.6174764630223266,0.7804103,0.9176145024573841,69.18
16,0.562339553582081,0.799924,0.8074607211180007,72.68
17,0.5107433009494671,0.81917787,0.9516336298026977,69.189995
18,0.4602333361560613,0.8354527,0.8206033558129503,73.36
19,0.415398075537886,0.84948814,0.8858817749130078,72.18
20,0.3640195261246107,0.8706414,0.7934991956328432,74.78
21,0.32257819893845596,0.8840771,0.845306675512189,75.82
22,0.2830193007742642,0.8984525,0.8945753706244234,75.22
23,0.24431407843226052,0.91364765,0.9354045028789356,75.119995
24,0.20965059339804712,0.9244442,1.0217732809031734,74.299995
25,0.18271933130738793,0.93432105,1.0189260783286902,74.99
26,0.16047652731831313,0.94359803,1.2192291973497922,71.58
27,0.13383320451821948,0.9527551,1.0208681921322886,76.95
28,0.11526079557586393,0.9589731,1.7138755571918365,66.11
29,0.09743572280653445,0.96485126,1.1183226426093342,76.65
30,0.08658250032251394,0.9703095,1.0828792620866825,76.43
