Epoch,Train_loss,Train_accuracy,Test_loss,Test_accuracy
1,0.6562592588805128,0.7708833,0.11331520974449813,96.54
2,0.08636265739973169,0.9731333,0.061888449546822814,98.13
3,0.059175909034034704,0.9817667,0.045970699168712596,98.619995
4,0.04585950346739022,0.98586667,0.04191656533918285,98.619995
5,0.03805319862067942,0.98863333,0.043413428021623984,98.619995
6,0.03193445545906798,0.98975,0.030891619942594845,99.04
7,0.027741798088862804,0.9917833,0.03178767062138286,98.96
8,0.02430743283507703,0.99238336,0.033023477288018965,99.02
9,0.02106370777787682,0.99368334,0.028732182578718492,99.04
10,0.018170348121084316,0.99488336,0.029939694255690482,99.0
11,0.01574693931834069,0.9957333,0.03037698015091155,98.99
12,0.014151532900144655,0.996,0.02961414411336955,99.079994
13,0.011987658249294781,0.99693334,0.02611141505648061,99.06
14,0.010889355171065821,0.99736667,0.02712270907668699,99.09
15,0.00955085893079619,0.99761665,0.026361360850837626,99.21
16,0.008381887463644488,0.99815,0.029402082113591403,99.07
17,0.00723994312229532,0.9986333,0.026632430765697792,99.13
18,0.00660843973763239,0.9987,0.02565919041195775,99.119995
19,0.005583739184265824,0.9989833,0.028326064954165987,99.06
20,0.0052411874331587,0.99903333,0.027005426892425192,99.11
21,0.004569394321811994,0.99913335,0.02836124431397445,99.1
22,0.004088133070178969,0.99935,0.02836376068876348,99.159996
23,0.0035939786270334554,0.9996,0.027989417015628418,99.11
24,0.003311856905357331,0.9996167,0.02772623589787497,99.11
25,0.0029668879445971658,0.9997667,0.028707771699587683,99.13
26,0.002576306805980285,0.99983335,0.027003605530663263,99.159996
27,0.0023822146144882386,0.99985003,0.030589904700290618,99.04
28,0.002258056739099364,0.99988335,0.027528284281971876,99.14
29,0.002044681278158682,0.99986666,0.028421732588297034,99.149994
30,0.0019086831093707891,0.9999,0.02866254904426606,99.149994
31,0.0017524963074560466,0.9999,0.028376283313983054,99.159996
32,0.0017436878400503987,0.99985003,0.02858027017189457,99.18
33,0.001583973565300037,0.9999,0.028365087921430672,99.17
34,0.001427425703135706,0.99993336,0.028999503450790796,99.159996
35,0.0013617390891172078,0.99995,0.029213946011428602,99.17
36,0.0013080257073076306,0.99995,0.02883781102723617,99.14
37,0.0012014804480631701,0.99993336,0.02924622179684141,99.159996
38,0.00117912282701176,0.99995,0.03007146650429293,99.159996
39,0.0010581388455563523,0.9999667,0.030733464880002066,99.13
40,0.0010523321952045919,0.99995,0.029905564442631382,99.17
41,0.0010007884350736625,0.99995,0.029718640431384415,99.17
42,0.0009372798151292739,0.9999667,0.029811219395253174,99.159996
43,0.000892441859437812,0.9999667,0.030482765887160576,99.13
44,0.0008503990530163286,0.9999834,0.03006991182921272,99.17
45,0.0008024842771715868,0.9999834,0.030409686700466173,99.17
46,0.0007683609247465858,0.9999667,0.030052287765376703,99.189995
47,0.0007464708403579223,0.9999834,0.030429593986284816,99.22
48,0.0007211879923812674,0.9999667,0.02998937130941773,99.17
49,0.0006872636620928105,0.9999834,0.03045542531060235,99.17
50,0.0006566484261986929,0.9999834,0.03010040324819827,99.159996
51,0.000633917753124417,0.9999834,0.030939968736011424,99.159996
52,0.0006093758347256291,0.9999834,0.030416338709802353,99.159996
53,0.0005782713878891504,0.9999834,0.031261814755791366,99.14
54,0.0005644064952592398,0.9999834,0.03046260402449659,99.159996
55,0.0005494884924166961,0.9999834,0.030690027506875626,99.17
56,0.0005262400744241067,0.9999834,0.030511401876890026,99.17
57,0.0005094458178045933,0.9999834,0.030911289127481624,99.2
58,0.00048612200694972017,0.9999834,0.030614768623032106,99.17
59,0.00047896334252557794,0.9999834,0.03129497046918426,99.159996
60,0.0004577433436533577,0.9999834,0.03138685369040059,99.22
