Epoch,Train_loss,Train_accuracy,Test_loss,Test_accuracy
1,0.25778041551402564,0.9174833,0.04901452527514948,98.53
2,0.09943605970188357,0.9702333,0.03083082854895065,99.04
3,0.07833198897409867,0.97695,0.02591294511603688,99.229996
4,0.06757651337301868,0.9802334,0.028075537185933853,99.14
5,0.06280692466579181,0.98151666,0.03167499047359156,98.95
6,0.0572939549358767,0.98260003,0.02505028172124369,99.17
7,0.05065648287468289,0.98515004,0.021973696128941376,99.27
8,0.04705741914090538,0.98613334,0.02415973750892158,99.259995
9,0.046928586542074525,0.98548335,0.020062158843315227,99.369995
10,0.04307515213860595,0.98731667,0.02245278479657197,99.25
11,0.042510353701823156,0.9871167,0.02608388888656956,99.229996
12,0.03916259155760093,0.98795,0.02269055646020878,99.259995
13,0.03561656697462896,0.98895,0.019753808997909218,99.43
14,0.036571040355749256,0.98875004,0.01991756406614339,99.31
15,0.034427117786764286,0.98933333,0.01852452062728478,99.479996
16,0.034476930722338435,0.9895834,0.02149457046066504,99.34
17,0.030602508471230663,0.99085003,0.019343501637808472,99.43
18,0.031233044623158825,0.99043334,0.021054438892872784,99.38
19,0.02981201164199043,0.99105,0.022340627235614866,99.369995
20,0.029686742966341988,0.99093336,0.019361834878788956,99.45
21,0.030052477190166484,0.9907,0.023064794354889784,99.38
22,0.029563065230205902,0.99091667,0.017300015759268143,99.509995
23,0.028515854971428695,0.99105,0.017836815404513488,99.409996
24,0.026994771490990332,0.9918333,0.019825390699406354,99.47
25,0.026244852621582562,0.9914333,0.02140077696571148,99.409996
26,0.02503021305549009,0.9925667,0.019585191835127067,99.45
27,0.025121424367257856,0.99268335,0.017472434628082012,99.46
28,0.023738529767098393,0.9931833,0.019346453108025543,99.46
29,0.022699879753688,0.99303335,0.019390444221064704,99.46
30,0.023334782194727652,0.9929167,0.019248899308141467,99.46
31,0.021722468574948757,0.9938834,0.020665198935171412,99.42
32,0.022429177273006133,0.99305004,0.02004783927896166,99.399994
33,0.02290383226423793,0.99263334,0.01877291882563731,99.5
34,0.020297112268228393,0.99383336,0.017351583220095102,99.47
35,0.019745689441220467,0.9939167,0.02304124417847582,99.399994
36,0.020176628388025624,0.99365,0.018204175489981756,99.45
37,0.019462021008164528,0.9939833,0.017146103022211583,99.54
38,0.02063595898885608,0.99363333,0.019638570990167647,99.439995
39,0.01892674154275807,0.994,0.023298984855352808,99.399994
40,0.020590552164801115,0.9939667,0.018865590241196172,99.46
