Epoch,Train_loss,Train_accuracy,Test_loss,Test_accuracy
1,0.1578449545511021,0.95063335,0.053263407757651295,98.39
2,0.04633306648238431,0.9862667,0.04639874045779243,98.57
3,0.03165077963005141,0.9902167,0.028353319238568476,99.09
4,0.022661835517107154,0.99328333,0.03768621738994511,98.86
5,0.019089290105192433,0.99383336,0.03272644008704941,99.0
6,0.014895795450641803,0.99516666,0.029177149085656155,99.1
7,0.013714332246382833,0.9956667,0.030803354744594117,99.009995
8,0.009004704116025419,0.99703336,0.028413734189113832,99.22
9,0.008029271112198214,0.9972,0.025672497913740818,99.25
10,0.008350796267569766,0.9974,0.02797667044565478,99.18
11,0.005963642854635289,0.99836665,0.03835239569271988,99.11
12,0.005486374586511917,0.99838334,0.04149607142625417,99.07
13,0.0053872088803249745,0.99818337,0.030387822314469463,99.299995
14,0.003955768434820323,0.99885,0.03223549308998716,99.2
15,0.0019082686283412933,0.99948335,0.02778579359432392,99.43
16,0.0028373969508200887,0.9993333,0.03487058662813163,99.21
17,0.0038766540634031623,0.99883336,0.046039637440763545,98.97
18,0.002819032627837907,0.99906665,0.04477427680596697,99.1
19,0.002061214700317052,0.99943334,0.0332853146136273,99.38
20,0.0012807979475570296,0.99958336,0.06513602866381037,98.82
21,0.0030734632611204987,0.9989833,0.03331164602097936,99.22
22,0.00031325483450428046,0.99993336,0.034614010992560236,99.31
23,0.00016807551041249624,0.9999667,0.03410279033843328,99.31
24,7.011944190339659e-05,0.9999834,0.03526788857022942,99.28
25,4.5662384714417154e-05,1.0,0.034606253017528704,99.32
26,1.9165288661707673e-05,1.0,0.035125582844048084,99.329994
27,1.5779467944335342e-05,1.0,0.03560662179861378,99.32
28,1.3679600646204548e-05,1.0,0.03598377068964069,99.32
29,1.2165412708852409e-05,1.0,0.036274236106326116,99.32
30,1.0896670764901195e-05,1.0,0.03662439559730583,99.32
31,9.927094845155674e-06,1.0,0.036938230318739954,99.32
32,9.161795291427429e-06,1.0,0.03714445965842967,99.32
33,8.482049308023025e-06,1.0,0.03734965206212968,99.32
34,7.885853165223426e-06,1.0,0.03759063487531458,99.32
35,7.3791868838573765e-06,1.0,0.037804724569428745,99.329994
36,6.942274147498928e-06,1.0,0.03799725806787282,99.31
37,6.544728581638459e-06,1.0,0.038161911202380785,99.32
38,6.196219639485652e-06,1.0,0.03834560930279701,99.329994
39,5.8951527829706285e-06,1.0,0.03850404461300497,99.32
40,5.6151460289613675e-06,1.0,0.03862382386691856,99.329994
41,5.360368568074906e-06,1.0,0.038769237018794034,99.34
42,5.14119287072153e-06,1.0,0.03887641018132509,99.34
43,4.908484029286342e-06,1.0,0.03904136071671471,99.34
44,4.724921864241338e-06,1.0,0.039175514779988097,99.34
45,4.555821686347864e-06,1.0,0.03925213308450766,99.34
46,4.380187920664487e-06,1.0,0.03938749599187641,99.34
47,4.227050337080781e-06,1.0,0.03949081886607155,99.34
48,4.085868771021832e-06,1.0,0.03960476480970713,99.34
49,3.957087005834304e-06,1.0,0.039707864953230254,99.34
50,3.830185677875224e-06,1.0,0.039804721921950385,99.35
51,3.7208214643404958e-06,1.0,0.03987587103315894,99.35
52,3.602762294745728e-06,1.0,0.03997666883914833,99.35
53,3.498671983749387e-06,1.0,0.0400592088043207,99.35
54,3.4024993876965817e-06,1.0,0.040127766595029146,99.36
55,3.3079322233149356e-06,1.0,0.040237192158065226,99.35
56,3.2216493403837513e-06,1.0,0.04030692909498818,99.35
57,3.136902000251259e-06,1.0,0.04039170005440131,99.35
58,3.0554113376946762e-06,1.0,0.04047443668208986,99.35
59,2.980249022831671e-06,1.0,0.04054350721661339,99.35
60,2.90974916677289e-06,1.0,0.040623706410504945,99.35
